registro_date_1;registro_time_1;registro_float_1;registro_float_2
2017-10-18;04:10:00;77.030.708.333.333;61.704.116.666.667
2017-10-18;04:15:00;788612;63.686.033.333.333
2017-10-18;04:20:00;78.783.041.666.667;634164.5
2017-10-18;04:25:00;75.832.591.666.667;60.485.091.666.667
2017-10-18;04:30:00;743455.75;58.893.645.833.333
2017-10-18;04:35:00;74.149.383.333.333;58.618.491.666.667
2017-10-18;04:40:00;73.093.208.333.333;57.590.154.166.667
2017-10-18;04:45:00;74.065.916.666.667;58.451.891.666.667
2017-10-18;04:50:00;73.698.666.666.667;58.253.466.666.667
2017-10-18;04:55:00;76.386.166.666.667;61.791.454.166.667
2017-10-18;05:00:00;740252;59.164.345.833.333
2017-10-18;05:05:00;825975;66.296.916.666.667
2017-10-18;05:10:00;855385;685208.75
2017-10-18;05:15:00;836776.5;658.714.375
2017-10-18;05:20:00;84.029.141.666.667;66.102.283.333.333
2017-10-18;05:25:00;846783.25;663.516.125
2017-10-18;05:30:00;84.760.283.333.333;661.404.375
2017-10-18;05:35:00;84.841.566.666.667;671.422.625
2017-10-18;05:40:00;84.974.133.333.333;667390.75
2017-10-18;05:45:00;80.609.491.666.667;62.584.954.166.667
2017-10-18;05:50:00;811520.75;631.413.375
2017-10-18;05:55:00;84.461.358.333.333;66.655.041.666.667
2017-10-18;06:00:00;848681.25;66.368.745.833.333
2017-10-18;06:05:00;843706.25;658626.25
2017-10-18;06:10:00;83.943.316.666.667;65.417.166.666.667
2017-10-18;06:15:00;84.187.266.666.667;65.990.916.666.667
2017-10-18;06:20:00;83.744.366.666.667;65.197.491.666.667
2017-10-18;06:25:00;80.076.158.333.333;615629
2017-10-18;06:30:00;80.713.883.333.333;62.273.820.833.333
2017-10-18;06:35:00;824324.5;643519.5
2017-10-18;06:40:00;83.386.858.333.333;651.676.875
2017-10-18;06:45:00;84.109.333.333.333;66.106.845.833.333
2017-10-18;06:50:00;752681.25;598.341.125
2017-10-18;06:55:00;75.576.158.333.333;59.392.254.166.667
2017-10-18;07:00:00;774221.25;59.393.295.833.333
2017-10-18;07:05:00;808144.25;63.303.283.333.333
2017-10-18;07:10:00;80.324.441.666.667;62.445.895.833.333
2017-10-18;07:15:00;734937.25;55.824.379.166.667
2017-10-18;07:20:00;665.274.125;48.083.470.833.333
2017-10-18;07:25:00;672.795.125;488773.5
2017-10-18;07:30:00;68.465.041.666.667;51.014.704.166.667
2017-10-18;07:35:00;67.832.833.333.333;502725.5
2017-10-18;07:40:00;53.038.416.666.667;40.378.270.833.333
2017-10-18;07:45:00;527.785.625;40.888.029.166.667
2017-10-18;07:50:00;52.440.404.166.667;40.695.858.333.333
2017-10-18;07:55:00;52.664.291.666.667;40.849.829.166.667
2017-10-18;08:00:00;538626.25;420305.75
2017-10-18;08:05:00;56.620.658.333.333;445.477.875
2017-10-18;08:10:00;53.862.954.166.667;41.773.933.333.333
2017-10-18;08:15:00;59.260.320.833.333;47.272.145.833.333
2017-10-18;08:20:00;68.672.091.666.667;554487.75
2017-10-18;08:25:00;72.832.533.333.333;611235.5
2017-10-18;08:30:00;639.693.625;52.960.741.666.667
2017-10-18;08:35:00;63.078.608.333.333;51.671.529.166.667
2017-10-18;08:40:00;62.742.441.666.667;526.752.125
2017-10-18;08:45:00;659431.5;52.920.195.833.333
2017-10-18;08:50:00;72.478.791.666.667;58.803.858.333.333
2017-10-18;08:55:00;724601;588.720.875
2017-10-18;09:00:00;733230.75;59.412.679.166.667
2017-10-18;09:05:00;77.160.841.666.667;63.310.891.666.667
2017-10-18;09:10:00;746253.25;60.016.266.666.667
2017-10-18;09:15:00;728430.25;58.843.945.833.333
2017-10-18;09:20:00;70.444.291.666.667;56.663.945.833.333
2017-10-18;09:25:00;65.721.045.833.333;51.151.066.666.667
2017-10-18;09:30:00;65.380.604.166.667;50.890.604.166.667
2017-10-18;09:35:00;64.357.129.166.667;50.570.229.166.667
2017-10-18;09:40:00;64.136.533.333.333;50.497.083.333.333
2017-10-18;09:45:00;66.786.054.166.667;533821.75
2017-10-18;09:50:00;63.535.216.666.667;50.193.670.833.333
2017-10-18;09:55:00;64.022.533.333.333;509477.5
2017-10-18;10:00:00;620958.75;48.627.691.666.667
2017-10-18;10:05:00;61.388.704.166.667;46.988.741.666.667
2017-10-18;10:10:00;585259;45.038.016.666.667
2017-10-18;10:15:00;612.766.125;48.419.791.666.667
2017-10-18;10:20:00;599.927.625;45.937.783.333.333
2017-10-18;10:25:00;63.936.954.166.667;49.986.704.166.667
2017-10-18;10:30:00;66.310.779.166.667;527533
2017-10-18;10:35:00;672.543.125;54.318.083.333.333
2017-10-18;10:40:00;674447.75;52.898.054.166.667
2017-10-18;10:45:00;68.625.608.333.333;53.971.533.333.333
2017-10-18;10:50:00;687422.25;538937.5
2017-10-18;10:55:00;69.760.891.666.667;55.970.758.333.333
2017-10-18;11:00:00;69.533.954.166.667;55.426.658.333.333
2017-10-18;11:05:00;69.368.333.333.333;553537.5
2017-10-18;11:10:00;67.894.816.666.667;53.422.820.833.333
2017-10-18;11:15:00;693.539.625;54.748.266.666.667
2017-10-18;11:20:00;67.947.745.833.333;53.524.704.166.667
2017-10-18;11:25:00;67.834.770.833.333;537921.75
2017-10-18;11:30:00;671243.75;526236.75
2017-10-18;11:35:00;872654.5;56.289.404.166.667
2017-10-18;11:40:00;80.266.516.666.667;520507
2017-10-18;11:45:00;898934.25;56.288.383.333.333
2017-10-18;11:50:00;97.518.291.666.667;554.990.625
2017-10-18;11:55:00;93.091.933.333.333;556821
2017-10-18;12:00:00;779802.25;570.371.625
2017-10-18;12:05:00;83.243.483.333.333;58.199.954.166.667
2017-10-18;12:10:00;727473.25;577.989.625
2017-10-18;12:15:00;743843.25;599.817.625
2017-10-18;12:20:00;733808.5;58.303.783.333.333
2017-10-18;12:25:00;72.061.916.666.667;56.986.933.333.333
2017-10-18;12:30:00;79.084.683.333.333;62.677.170.833.333
2017-10-18;12:35:00;942127;57.886.466.666.667
2017-10-18;12:40:00;1008601.5;57.702.670.833.333
2017-10-18;12:45:00;90.690.733.333.333;52.217.345.833.333
2017-10-18;12:50:00;75.532.533.333.333;502.570.125
2017-10-18;12:55:00;82.278.183.333.333;55.496.504.166.667
2017-10-18;13:00:00;69.407.641.666.667;53.331.095.833.333
2017-10-18;13:05:00;78.082.008.333.333;56.735.908.333.333
2017-10-18;13:10:00;719753.25;56.256.679.166.667
2017-10-18;13:15:00;729120.5;58.368.429.166.667
2017-10-18;13:20:00;77.727.941.666.667;55.563.066.666.667
2017-10-18;13:25:00;73.400.291.666.667;59.287.954.166.667
2017-10-18;13:30:00;69.803.279.166.667;55.133.458.333.333
2017-10-18;13:35:00;69.670.904.166.667;55.581.433.333.333
2017-10-18;13:40:00;70.577.458.333.333;563294
2017-10-18;13:45:00;67.381.204.166.667;53.580.458.333.333
2017-10-18;13:50:00;67.111.616.666.667;52.766.970.833.333
2017-10-18;13:55:00;72.238.316.666.667;55.823.058.333.333
2017-10-18;14:00:00;706981.5;54.639.895.833.333
2017-10-18;14:05:00;72.584.441.666.667;56.118.020.833.333
2017-10-18;14:10:00;78.036.641.666.667;59.521.604.166.667
2017-10-18;14:15:00;79.755.866.666.667;595409.75
2017-10-18;14:20:00;78.764.433.333.333;587.657.625
2017-10-18;14:25:00;799618.5;60.398.954.166.667
2017-10-18;14:30:00;77.442.616.666.667;580363
2017-10-18;14:35:00;71.247.333.333.333;527.894.625
2017-10-18;14:40:00;67.298.716.666.667;508624.75
2017-10-18;14:45:00;73.917.033.333.333;54.642.483.333.333
2017-10-18;14:50:00;169.966.666.666.667;57.014.441.666.667
2017-10-18;14:55:00;2214465.5;58.616.120.833.333
2017-10-18;15:00:00;768006;56.782.891.666.667
2017-10-18;15:05:00;76.917.883.333.333;565.126.625
2017-10-18;15:10:00;76.081.766.666.667;561523.25
2017-10-18;15:15:00;76.139.533.333.333;57.127.029.166.667
2017-10-18;15:20:00;73.992.241.666.667;585.453.625
2017-10-18;15:25:00;751661;626.160.125
2017-10-18;15:30:00;70.243.058.333.333;608083.25
2017-10-18;15:35:00;78.826.133.333.333;67.450.754.166.667
2017-10-18;15:40:00;88.077.316.666.667;72.361.283.333.333
2017-10-18;15:45:00;87.461.741.666.667;68.057.729.166.667
2017-10-18;15:50:00;93.062.283.333.333;771783.5
2017-10-18;15:55:00;954019;800516.75
2017-10-18;16:00:00;93.568.316.666.667;764345.5
2017-10-18;16:05:00;991066.75;801368
2017-10-18;16:10:00;98.156.508.333.333;77.395.316.666.667
2017-10-18;16:15:00;993413.25;78.094.966.666.667
2017-10-18;16:20:00;976575.75;76.784.066.666.667
2017-10-18;16:25:00;941256;731267.75
2017-10-18;16:30:00;95.343.091.666.667;74.625.783.333.333
2017-10-18;16:35:00;86.547.191.666.667;68.451.295.833.333
2017-10-18;16:40:00;84.668.591.666.667;67.086.458.333.333
2017-10-18;16:45:00;84.561.258.333.333;67.166.504.166.667
2017-10-18;16:50:00;805968.75;63.981.145.833.333
2017-10-18;16:55:00;80.859.841.666.667;634814.75
2017-10-18;17:00:00;820015.25;686228.75
2017-10-18;17:05:00;76.235.908.333.333;61.328.304.166.667
2017-10-18;17:10:00;724443.25;59.799.370.833.333
2017-10-18;17:15:00;759853.5;63.699.420.833.333
2017-10-18;17:20:00;76.128.966.666.667;640.596.625
2017-10-18;17:25:00;75.438.083.333.333;61.868.516.666.667
2017-10-18;17:30:00;741941.75;58.454.383.333.333
2017-10-18;17:35:00;74.921.116.666.667;59.167.916.666.667
2017-10-18;17:40:00;0;0
2017-10-18;17:45:00;0;0
2017-10-18;17:50:00;0;0
2017-10-18;17:55:00;0;0
2017-10-18;18:00:00;0;0
2017-10-18;18:05:00;0;0
2017-10-18;18:10:00;0;0
2017-10-18;18:15:00;0;0
2017-10-18;18:20:00;0;0
2017-10-18;18:25:00;0;0
2017-10-18;18:30:00;0;0
2017-10-18;18:35:00;0;0
2017-10-18;18:40:00;69.271.658.333.333;540.709.375
2017-10-18;18:45:00;68.518.266.666.667;53.669.241.666.667
2017-10-18;18:50:00;68.321.741.666.667;53.370.495.833.333
2017-10-18;18:55:00;65.765.233.333.333;50.582.954.166.667
2017-10-18;19:00:00;65.977.054.166.667;50.671.116.666.667
2017-10-18;19:05:00;62.998.570.833.333;476621.75
2017-10-18;19:10:00;59.814.358.333.333;449178.25
2017-10-18;19:15:00;612577;468.257.125
2017-10-18;19:20:00;62.364.983.333.333;475.481.125
2017-10-18;19:25:00;62.351.733.333.333;473.236.625
2017-10-18;19:30:00;693590;51.810.645.833.333
2017-10-18;19:35:00;65.826.408.333.333;490820.25
2017-10-18;19:40:00;62.627.708.333.333;46.889.958.333.333
2017-10-18;19:45:00;63.353.154.166.667;47.203.841.666.667
2017-10-18;19:50:00;619.154.875;454.438.125
2017-10-18;19:55:00;667.590.625;487.857.375
2017-10-18;20:00:00;71.199.016.666.667;51.648.020.833.333
2017-10-18;20:05:00;721813.25;519.776.875
2017-10-18;20:10:00;734512;536.015.375
2017-10-18;20:15:00;730638;53.211.466.666.667
2017-10-18;20:20:00;734980.75;53.340.866.666.667
2017-10-18;20:25:00;687.352.375;487.341.625
2017-10-18;20:30:00;67.491.041.666.667;47.378.716.666.667
2017-10-18;20:35:00;685.877.875;48.156.404.166.667
2017-10-18;20:40:00;67.762.454.166.667;47.486.020.833.333
2017-10-18;20:45:00;67.983.654.166.667;476708
2017-10-18;20:50:00;68.179.391.666.667;47.860.816.666.667
2017-10-18;20:55:00;69.450.420.833.333;49.215.916.666.667
2017-10-18;21:00:00;68.130.779.166.667;48.146.908.333.333
2017-10-18;21:05:00;68.211.579.166.667;484738
2017-10-18;21:10:00;593.323.375;42.603.454.166.667
2017-10-18;21:15:00;608.446.875;43.760.654.166.667
2017-10-18;21:20:00;603821;43.388.754.166.667
2017-10-18;21:25:00;59.648.670.833.333;42.876.129.166.667
2017-10-18;21:30:00;60.069.433.333.333;42.909.333.333.333
2017-10-18;21:35:00;609544.5;43.504.816.666.667
2017-10-18;21:40:00;61.263.258.333.333;43.720.291.666.667
2017-10-18;21:45:00;69.218.620.833.333;487132
2017-10-18;21:50:00;68.699.470.833.333;48.454.295.833.333
2017-10-18;21:55:00;69.223.445.833.333;487972
2017-10-18;22:00:00;69.135.458.333.333;48.821.208.333.333
2017-10-18;22:05:00;696.358.625;49.424.158.333.333
2017-10-18;22:10:00;602614.5;432642.25
2017-10-18;22:15:00;60.001.554.166.667;43.170.545.833.333
2017-10-18;22:20:00;58.845.441.666.667;42.355.158.333.333
2017-10-18;22:25:00;59.513.729.166.667;43.080.970.833.333
2017-10-18;22:30:00;585628.25;420502
2017-10-18;22:35:00;57.599.633.333.333;411261.75
2017-10-18;22:40:00;582.553.375;415.868.625
2017-10-18;22:45:00;587.191.125;416669.75
2017-10-18;22:50:00;575678.5;40.915.054.166.667
2017-10-18;22:55:00;57.611.420.833.333;40.690.229.166.667
2017-10-18;23:00:00;57.427.458.333.333;40.253.241.666.667
2017-10-18;23:05:00;579744.5;40.941.604.166.667
2017-10-18;23:10:00;58.217.983.333.333;40.827.833.333.333
2017-10-18;23:15:00;579.061.875;40.810.245.833.333
2017-10-18;23:20:00;580934.75;41.049.841.666.667
2017-10-18;23:25:00;57.572.095.833.333;404995.5
2017-10-18;23:30:00;579.565.625;40.634.104.166.667
2017-10-18;23:35:00;60.264.733.333.333;42.961.691.666.667
2017-10-18;23:40:00;62.965.066.666.667;44.295.791.666.667
2017-10-18;23:45:00;713829.25;49.451.179.166.667
2017-10-18;23:50:00;72.579.758.333.333;50.407.629.166.667
2017-10-18;23:55:00;719608.75;500.572.125
2017-10-19;00:00:00;71.506.708.333.333;497802.75
2017-10-19;00:05:00;71.821.258.333.333;49.760.479.166.667
2017-10-19;00:10:00;71.827.158.333.333;50.243.541.666.667
2017-10-19;00:15:00;71.935.083.333.333;501357
2017-10-19;00:20:00;71.704.991.666.667;50.010.091.666.667
2017-10-19;00:25:00;71.981.891.666.667;49.944.908.333.333
2017-10-19;00:30:00;723043.5;49.906.191.666.667
2017-10-19;00:35:00;71.311.008.333.333;49.263.558.333.333
2017-10-19;00:40:00;728784;50.519.133.333.333
2017-10-19;00:45:00;730684;507821.75
2017-10-19;00:50:00;72.941.166.666.667;503809.25
2017-10-19;00:55:00;75.223.133.333.333;52.637.145.833.333
2017-10-19;01:00:00;76.449.358.333.333;53.793.595.833.333
2017-10-19;01:05:00;76.505.483.333.333;540.444.375
2017-10-19;01:10:00;763063;53.618.283.333.333
2017-10-19;01:15:00;757034.25;52.910.616.666.667
2017-10-19;01:20:00;752444.25;52.380.358.333.333
2017-10-19;01:25:00;753334.75;52.358.745.833.333
2017-10-19;01:30:00;74.246.241.666.667;51.694.470.833.333
2017-10-19;01:35:00;75.313.208.333.333;52.481.004.166.667
2017-10-19;01:40:00;74.957.258.333.333;522.985.125
2017-10-19;01:45:00;749351.25;52.271.466.666.667
2017-10-19;01:50:00;749749;52.139.341.666.667
2017-10-19;01:55:00;75.295.408.333.333;52.345.666.666.667
2017-10-19;02:00:00;75.078.016.666.667;524.939.375
2017-10-19;02:05:00;74.229.941.666.667;516.462.625
2017-10-19;02:10:00;74.350.416.666.667;518.863.625
2017-10-19;02:15:00;75.041.891.666.667;52.504.208.333.333
2017-10-19;02:20:00;75.135.391.666.667;530.770.625
2017-10-19;02:25:00;78.745.958.333.333;56.413.066.666.667
2017-10-19;02:30:00;78.354.608.333.333;559.799.125
2017-10-19;02:35:00;761846.75;53.635.895.833.333
2017-10-19;02:40:00;75.991.033.333.333;533.492.625
2017-10-19;02:45:00;76.539.158.333.333;540.049.875
2017-10-19;02:50:00;763404.5;53.913.466.666.667
2017-10-19;02:55:00;76.727.866.666.667;54.162.370.833.333
2017-10-19;03:00:00;768474.5;54.156.441.666.667
2017-10-19;03:05:00;76.427.866.666.667;53.615.054.166.667
2017-10-19;03:10:00;76.573.716.666.667;53.674.804.166.667
2017-10-19;03:15:00;76.322.233.333.333;53.686.695.833.333
2017-10-19;03:20:00;81.226.266.666.667;56.792.595.833.333
2017-10-19;03:25:00;82.535.766.666.667;575.732.875
2017-10-19;03:30:00;823037.5;57.973.620.833.333
2017-10-19;03:35:00;820892.5;57.478.408.333.333
2017-10-19;03:40:00;82.260.466.666.667;576187.25
2017-10-19;03:45:00;82.259.641.666.667;578.107.625
2017-10-19;03:50:00;82.412.833.333.333;58.213.104.166.667
2017-10-19;03:55:00;79.742.733.333.333;55.774.179.166.667
2017-10-19;04:00:00;768019;538766.5
2017-10-19;04:05:00;75.779.833.333.333;53.214.333.333.333
2017-10-19;04:10:00;769777.75;54.535.583.333.333
2017-10-19;04:15:00;76.897.841.666.667;54.343.966.666.667
2017-10-19;04:20:00;76.781.841.666.667;541.001.625
2017-10-19;04:25:00;768829.25;541.238.625
2017-10-19;04:30:00;77.138.433.333.333;549957
2017-10-19;04:35:00;77.319.466.666.667;54.806.495.833.333
2017-10-19;04:40:00;816807.75;57.359.329.166.667
2017-10-19;04:45:00;81.560.841.666.667;56.942.116.666.667
2017-10-19;04:50:00;81.783.483.333.333;57.380.383.333.333
2017-10-19;04:55:00;81.815.691.666.667;57.307.258.333.333
2017-10-19;05:00:00;81.769.533.333.333;57.226.558.333.333
2017-10-19;05:05:00;81.602.408.333.333;57.047.516.666.667
2017-10-19;05:10:00;81.937.408.333.333;57.124.216.666.667
2017-10-19;05:15:00;81.817.816.666.667;56.869.120.833.333
2017-10-19;05:20:00;81.829.241.666.667;56.976.520.833.333
2017-10-19;05:25:00;820394.5;57.659.929.166.667
2017-10-19;05:30:00;82.099.666.666.667;580.230.625
2017-10-19;05:35:00;819882.25;57.715.883.333.333
2017-10-19;05:40:00;758366;53.568.641.666.667
2017-10-19;05:45:00;72.947.366.666.667;519.480.375
2017-10-19;05:50:00;715455.75;51.000.829.166.667
2017-10-19;05:55:00;725888;51.897.583.333.333
2017-10-19;06:00:00;726810.5;513.049.125
2017-10-19;06:05:00;72.520.708.333.333;51.213.533.333.333
2017-10-19;06:10:00;75.112.691.666.667;539258.25
2017-10-19;06:15:00;75.405.533.333.333;54.769.604.166.667
2017-10-19;06:20:00;713972.75;523232.5
2017-10-19;06:25:00;73.419.083.333.333;54.883.054.166.667
2017-10-19;06:30:00;73.951.233.333.333;559025.75
2017-10-19;06:35:00;73.709.416.666.667;55.896.970.833.333
2017-10-19;06:40:00;735256;55.080.816.666.667
2017-10-19;06:45:00;728414;543054.5
2017-10-19;06:50:00;731201.5;54.580.483.333.333
2017-10-19;06:55:00;704490.25;51.834.329.166.667
2017-10-19;07:00:00;69.160.741.666.667;50.535.083.333.333
2017-10-19;07:05:00;69.359.066.666.667;50.695.883.333.333
2017-10-19;07:10:00;692.526.375;505.401.625
2017-10-19;07:15:00;70.606.191.666.667;51.494.966.666.667
2017-10-19;07:20:00;74.916.741.666.667;54.727.429.166.667
2017-10-19;07:25:00;744370.5;53.535.408.333.333
2017-10-19;07:30:00;75.646.691.666.667;54.837.629.166.667
2017-10-19;07:35:00;73.826.791.666.667;53.003.116.666.667
2017-10-19;07:40:00;74.526.733.333.333;53.976.995.833.333
2017-10-19;07:45:00;746212;52.787.020.833.333
2017-10-19;07:50:00;760443.75;543.185.875
2017-10-19;07:55:00;75.686.708.333.333;54.104.454.166.667
2017-10-19;08:00:00;77.283.458.333.333;56.376.054.166.667
2017-10-19;08:05:00;84.335.916.666.667;642.736.875
2017-10-19;08:10:00;75.546.858.333.333;544.344.625
2017-10-19;08:15:00;65.876.108.333.333;48.210.395.833.333
2017-10-19;08:20:00;61.351.633.333.333;44.218.241.666.667
2017-10-19;08:25:00;60.534.033.333.333;43.678.929.166.667
2017-10-19;08:30:00;61.732.641.666.667;45.664.704.166.667
2017-10-19;08:35:00;59.296.029.166.667;42.783.283.333.333
2017-10-19;08:40:00;59.303.254.166.667;42.784.670.833.333
2017-10-19;08:45:00;59.962.654.166.667;437.399.875
2017-10-19;08:50:00;60.840.954.166.667;44.388.441.666.667
2017-10-19;08:55:00;628309.5;46.343.908.333.333
2017-10-19;09:00:00;633152.25;46.585.420.833.333
2017-10-19;09:05:00;62.054.558.333.333;45.365.804.166.667
2017-10-19;09:10:00;58.734.745.833.333;42.715.579.166.667
2017-10-19;09:15:00;58.471.720.833.333;423.079.625
2017-10-19;09:20:00;60.218.645.833.333;43.314.629.166.667
2017-10-19;09:25:00;58.194.679.166.667;41.958.008.333.333
2017-10-19;09:30:00;59.647.958.333.333;42.965.754.166.667
2017-10-19;09:35:00;590660;42.927.470.833.333
2017-10-19;09:40:00;61.710.745.833.333;44.996.833.333.333
2017-10-19;09:45:00;60.372.245.833.333;432465
2017-10-19;09:50:00;63.127.841.666.667;46.242.141.666.667
2017-10-19;09:55:00;642.804.375;47.411.495.833.333
2017-10-19;10:00:00;637615.25;46.405.720.833.333
2017-10-19;10:05:00;65.968.008.333.333;484076.75
2017-10-19;10:10:00;73.755.633.333.333;64.287.495.833.333
2017-10-19;10:15:00;75.225.508.333.333;595910.25
2017-10-19;10:20:00;75.198.516.666.667;59.279.891.666.667
2017-10-19;10:25:00;714791.75;56.719.729.166.667
2017-10-19;10:30:00;74.786.691.666.667;59.898.066.666.667
2017-10-19;10:35:00;735764.25;59.450.283.333.333
2017-10-19;10:40:00;75.464.208.333.333;60.791.966.666.667
2017-10-19;10:45:00;69.839.220.833.333;61.093.483.333.333
2017-10-19;10:50:00;67.072.079.166.667;56.682.258.333.333
2017-10-19;10:55:00;71.986.833.333.333;58.432.629.166.667
2017-10-19;11:00:00;69.308.308.333.333;57.246.466.666.667
2017-10-19;11:05:00;77.067.958.333.333;59.179.504.166.667
2017-10-19;11:10:00;81.303.958.333.333;64.349.154.166.667
2017-10-19;11:15:00;656.938.625;54.808.108.333.333
2017-10-19;11:20:00;76.416.641.666.667;59.489.104.166.667
2017-10-19;11:25:00;72.547.233.333.333;56.934.041.666.667
2017-10-19;11:30:00;75.230.691.666.667;66.562.795.833.333
2017-10-19;11:35:00;80.297.858.333.333;692511
2017-10-19;11:40:00;732723.75;63.359.095.833.333
2017-10-19;11:45:00;64.886.683.333.333;56.641.833.333.333
2017-10-19;11:50:00;76.525.191.666.667;664751
2017-10-19;11:55:00;76.244.466.666.667;661.974.625
2017-10-19;12:00:00;70.632.666.666.667;58.305.995.833.333
2017-10-19;12:05:00;68.801.020.833.333;56.961.333.333.333
2017-10-19;12:10:00;666.161.875;57.396.629.166.667
2017-10-19;12:15:00;63.969.533.333.333;552.085.875
2017-10-19;12:20:00;68.181.679.166.667;55.628.520.833.333
2017-10-19;12:25:00;657.766.375;532.487.375
2017-10-19;12:30:00;637.237.625;51.138.991.666.667
2017-10-19;12:35:00;641.883.125;518102.25
2017-10-19;12:40:00;630.992.875;50.960.645.833.333
2017-10-19;12:45:00;63.388.208.333.333;511129.25
2017-10-19;12:50:00;638.551.125;51.267.679.166.667
2017-10-19;12:55:00;660892.75;53.542.245.833.333
2017-10-19;13:00:00;64.535.304.166.667;52.166.233.333.333
2017-10-19;13:05:00;69.026.795.833.333;56.325.670.833.333
2017-10-19;13:10:00;68.807.241.666.667;56.083.754.166.667
2017-10-19;13:15:00;65.771.570.833.333;52.975.154.166.667
2017-10-19;13:20:00;668449.25;54.137.916.666.667
2017-10-19;13:25:00;66.889.495.833.333;540766.5
2017-10-19;13:30:00;66.163.933.333.333;532794
2017-10-19;13:35:00;69.412.945.833.333;568275.5
2017-10-19;13:40:00;75.056.908.333.333;60.096.679.166.667
2017-10-19;13:45:00;722173;57.006.891.666.667
2017-10-19;13:50:00;70.014.041.666.667;54.869.479.166.667
2017-10-19;13:55:00;646.269.125;49.831.020.833.333
2017-10-19;14:00:00;68.299.954.166.667;53.075.179.166.667
2017-10-19;14:05:00;69.458.179.166.667;54.143.354.166.667
2017-10-19;14:10:00;67.824.404.166.667;52.515.833.333.333
2017-10-19;14:15:00;66.373.366.666.667;51.103.954.166.667
2017-10-19;14:20:00;668080.25;51.414.508.333.333
2017-10-19;14:25:00;66.673.895.833.333;51.366.620.833.333
2017-10-19;14:30:00;64.865.229.166.667;49.787.629.166.667
2017-10-19;14:35:00;66.214.583.333.333;514.698.625
2017-10-19;14:40:00;66.613.716.666.667;51.797.654.166.667
2017-10-19;14:45:00;63.152.629.166.667;49.140.608.333.333
2017-10-19;14:50:00;594303.25;46.142.608.333.333
2017-10-19;14:55:00;565.208.875;43.970.504.166.667
2017-10-19;15:00:00;52.274.020.833.333;384769.25
2017-10-19;15:05:00;51.310.658.333.333;37.614.566.666.667
2017-10-19;15:10:00;543992.25;41.013.216.666.667
2017-10-19;15:15:00;575456;442954.75
2017-10-19;15:20:00;573179.5;439209
2017-10-19;15:25:00;54.060.541.666.667;41.488.791.666.667
2017-10-19;15:30:00;60.055.208.333.333;485231.5
2017-10-19;15:35:00;59.336.704.166.667;47.846.316.666.667
2017-10-19;15:40:00;60.654.383.333.333;48.052.433.333.333
2017-10-19;15:45:00;569.211.875;44.308.208.333.333
2017-10-19;15:50:00;60.294.141.666.667;46.909.904.166.667
2017-10-19;15:55:00;63.619.054.166.667;50.965.854.166.667
2017-10-19;16:00:00;62.996.633.333.333;499563.75
2017-10-19;16:05:00;57.962.916.666.667;463297
2017-10-19;16:10:00;60.141.995.833.333;476.939.625
2017-10-19;16:15:00;56.472.354.166.667;440.015.625
2017-10-19;16:20:00;552.061.125;41.757.716.666.667
2017-10-19;16:25:00;63.358.679.166.667;48.038.420.833.333
2017-10-19;16:30:00;61.578.308.333.333;467.214.375
2017-10-19;16:35:00;64.691.558.333.333;501.151.625
2017-10-19;16:40:00;67.968.083.333.333;52.410.441.666.667
2017-10-19;16:45:00;73.914.458.333.333;55.793.345.833.333
2017-10-19;16:50:00;73.132.916.666.667;54.263.466.666.667
2017-10-19;16:55:00;663595.5;47.868.308.333.333
2017-10-19;17:00:00;59.290.479.166.667;42.956.233.333.333
2017-10-19;17:05:00;61.772.416.666.667;454051.75
2017-10-19;17:10:00;60.995.995.833.333;44.967.295.833.333
2017-10-19;17:15:00;59.446.379.166.667;42.988.291.666.667
2017-10-19;17:20:00;59.361.829.166.667;43.005.929.166.667
2017-10-19;17:25:00;60.524.945.833.333;443.239.375
2017-10-19;17:30:00;61.017.354.166.667;44.051.020.833.333
2017-10-19;17:35:00;63.771.020.833.333;472.395.125
2017-10-19;17:40:00;67.064.733.333.333;49.054.020.833.333
2017-10-19;17:45:00;69.078.308.333.333;49.891.066.666.667
2017-10-19;17:50:00;696.821.125;51.141.870.833.333
2017-10-19;17:55:00;67.863.220.833.333;492.845.625
2017-10-19;18:00:00;67.857.141.666.667;491554.5
2017-10-19;18:05:00;67.427.495.833.333;48.619.941.666.667
2017-10-19;18:10:00;675621.5;486.316.125
2017-10-19;18:15:00;831582;655857
2017-10-19;18:20:00;82.018.083.333.333;63.181.483.333.333
2017-10-19;18:25:00;80.660.591.666.667;61.757.391.666.667
2017-10-19;18:30:00;80.449.233.333.333;614.897.875
2017-10-19;18:35:00;76.295.016.666.667;56.483.170.833.333
2017-10-19;18:40:00;741226;54.183.604.166.667
2017-10-19;18:45:00;72.998.658.333.333;53.104.654.166.667
2017-10-19;18:50:00;75.464.383.333.333;55.728.329.166.667
2017-10-19;18:55:00;76.852.841.666.667;57.205.629.166.667
2017-10-19;19:00:00;75.736.716.666.667;55.864.308.333.333
2017-10-19;19:05:00;753713.75;555694.75
2017-10-19;19:10:00;774299.25;575.877.125
2017-10-19;19:15:00;77.422.116.666.667;576.747.375
2017-10-19;19:20:00;76.902.541.666.667;574281
2017-10-19;19:25:00;76.558.533.333.333;570.860.375
2017-10-19;19:30:00;72.733.741.666.667;53.804.941.666.667
2017-10-19;19:35:00;72.379.508.333.333;53.440.379.166.667
